sample_index,source_trace_index,case_id,variant_frequency,trace_length,trace_sha256,alignment_cost
492,10465,206309,1,47,1ad6966b79605ec46701fc65a6a561382fb76fc2c9dcca0074d77cd57c608800,0
493,423,175015,1,52,2861026ae33b0331a5e48efdd4822445bed6a16f99b36adbbc1bd83e9fa58c18,0
494,9303,202686,1,26,e95d9823f403c773a71f9bd4fdfc94edd5eaa1a694addb28a3faaace3d914735,0
495,7905,198307,1,60,824be4f2fb88b1cc94e2dee9c65234a4cf0c3cf6b9b0b5c1a3fb36e989aeb0d1,0
496,9673,203838,1,50,c2beb8b1a279468907a7cda1be55a6fa6de36499589830582b721533c72ac2dd,0
497,11335,208991,1,18,7dc0767184dd940bf9fbe52dbbc8a654a725b77e48fa86108a03df5b12ba59e5,0
498,2396,181211,1,36,eda6a519bd50b6d58636d9297657bfbf66b67203050373cf0324ecb53b83bdeb,0
499,395,174923,1,39,ab8a4389abca01f63e629af4c2a6491396a993584e897f5cc01693ff67990575,0
500,9452,203149,1,30,d4720b61e08eabd6ecafc98c031290f064dbdff8004c34509c03c1f537f47204,0
501,397,174929,1,24,c52f4b9b6b601251e18bfdb4ef34d57ae0629877520555cccca8c48bc9f2d84a,0
502,1487,178356,1,81,f570e8347f2f0f408f1ee1d2623bcbf09d9d269d6d0a748a83d0e57939e661a3,0
503,10314,205846,1,61,e2796ff4f8567febd8fbf24cba3503479c35cda3f1a8f2520ff3e63877068671,0
504,2552,181691,1,53,b0a7279cb41c5e32a3ed38a46dde207755b6e2fa13c7b097d7a7d285ff6ebc84,0
505,11182,208532,1,44,e7e038d4a0bb98a49b2e3e5fde76b2e0a27538b90f8b5f81a63e2b1cbe089c11,0
506,3734,185327,1,38,1e92c1061839c13693a5fe0c05125b72ed9233fab7244fc7bf828b2cbf5885de,0
507,6008,192410,1,35,3334a55d29c1095d0079fb782cb305d1a706b1975a6f119c1387b2a2911a8ef9,0
508,7642,197497,1,53,2fcbd67a8895414209d95692c1531ce434f402e9158d314f33396823990dbacc,0
509,4741,188440,1,14,f5b2a8fd5ab339be92d01314fb1ae82505a5f5cf8bd3860cdaebc8b658c81d99,0
510,10989,207939,1,33,dfa7c4b2c5a1009f0f5a8f8786cdc25aec2fe7270b7569c93af4453f739967cc,0
511,7632,197467,1,47,c46108bd296a1768babb31cf2695af5f94b9c3b25f2c36207055b74cbe422886,0
512,7934,198394,1,31,9b36b364318c0a667bd064257cf166827cc5d96c4f5dcf74ffa1ab7cd85fa19a,0
513,6485,193861,1,35,71aea0e69b22cffae4d7ff8f213d65ea1a406d0f688929bf02c1e50b901c1840,0
514,10162,205349,1,44,05926e574debf4ffd938526b1dddf5abc90345e1dc31477db65911fc34426788,0
515,5790,191722,1,51,d3d8406a6d2b1f2ee65e197c0f30dc0d78c728267e2ecd2020d266671056e092,0
516,1445,178230,1,38,0732176da4628e3172f90fad76efa022c8360c630470ec6c4bfe196b51a4feb9,0
517,11411,209221,1,27,94f59d1815fd251017e1fcae2c3c26accfa48cd3c9054debc032d5a8d7042ea3,0
518,276,174538,1,32,dc42ad330ae60e80cdb9d7f74ec75dc951ee71b05df647189abd8ac3a74971af,0
519,843,176326,1,60,ccacabe635ec101a5c3c804f0619117a9799b48691f0f92e1b4f5450a2384fbc,0
520,8263,199399,1,41,fb6e4d5868306dc12cdb5e0f7a26e13db792b51314fd2ce92afcc14b6d1831e6,0
521,5073,189490,1,58,faed277a751edcc27b9bbb6eef42f78d5cc549c189a221882fe796802162eee5,0
522,1156,177317,1,28,87db86e977c12fb3c433dea96a14916f3c4329cc329afe004592476eebd02b1c,0
523,610,175606,1,30,44fb3268719e166491315e4eadc10a7d8981c1a654ccaa061fbb9c0ed340190a,0
524,465,175141,9,20,9140be0780932528b4607edd262e6fd4ac16d271a5fe3c557f5c233ac2e2f674,0
525,4347,187217,1,137,dbd08ce93f91a7611a9b88824cab5a3367582354cad74338303f8723e478711c,0
526,286,174577,1,74,72d103f985817e403d8969f06ae5d733dc78c433e26f65424176fb16286a0103,0
527,2890,182729,1,29,783b52ff160661a8d74639c86e738b0cb22bbfdd1c86b6a996a1157faf706761,0
528,5459,190710,1,45,da5fb87404cf86a10016806a12c54ca9ca0dd79b46780c619cb0f1cb5ce49266,0
529,2364,181115,1,37,5ef512cd905c8dcdab53d523590d1ce268358d5907ed957b5f0865a77c2250b0,0
530,11499,209502,1,74,16ad18f76f884fc8b7677305536f26724fe28376d53dac5a6c6b7093afbe8a7c,0
531,2113,180349,1,56,1b279e87d64f676dc44ed7cacabca783d16a7ebe8e588d9b3d7232318b327473,0
532,4897,188959,1,36,3f156ca01fda44a5b198a1a5a91c2c6c13cee7f22fd1853ceebdd227a322468d,0
533,5910,192097,1,34,bfcdcc80c176e2e2d47a04a2caca1f06e070df1be478c7cbfc9a3c8bcdb53156,0
534,8782,201036,1,32,dd60f3051553e9176d0bbffe45326c47482cbb8cafec8d19ef5d2f74308b6a80,0
535,3337,184114,1,39,9f0205f6224bdfe2ac6483f40cbec57813ac8a1b01658de053bedfca0b05a6ac,0
536,3149,183531,1,42,a68244cf51b940af1ffae2525cf90672b6513af3c1c02fb7310737311d0e4802,0
537,7268,196341,1,47,2d25c0fe1dad2f83b32e0e5bbeafbf5274a4e2da5194a4bdec85bd81ceb93dcd,0
538,380,174878,1,28,7b6becca658465f8a57084a9360ac5afd207c9c442e642e9b31e7c3d9806d518,0
539,7290,196407,1,49,13ff31e6815e6b8e1fa363d3dbb8c8c8e9c90ccd940c7de7a2c2e7e462bd348c,0
540,8945,201544,1,33,3ee8004894435a87648e5a60ef23b417acb9c36e31b61c2a0f2d29e4d0efa881,0
541,9501,203296,1,78,9a932eb0b34bd179355c39f211c9493053a107de4ed809241bbea06bff66a6bf,0
542,4306,187094,1,38,b5881e8405aefefbcb48eb9d15bf1556326edc5a1e3d24c330abab012071b536,0
543,1293,177755,2,23,8d2befd652f8efd8e7878e0df044f8f2ed82f43d53a09f7aadc28533bd2533b9,0
544,5535,190938,1,60,33553571a5b1ff434e963277928de1548f6ca6da03ebff4d10f1764259ca4287,0
545,1858,179534,1,52,ab1f88b38d096d8912fa6567fe2bf3476c51e957b9c84ceb3c189e731948b59b,0
546,7020,195566,1,62,69f0f5d55d91af4a8f00809ba7dad481c5104e7e5cbe54246e1661890eb8b5a4,0
547,632,175672,3,21,638c71d581e9678eda2abdde9f3bd5789ba1be30e9cb3107dd9cf5fb6640c572,0
548,8192,199186,1,35,b2096bb190e1dc17e46210030bd4fdd24132da5b37679e9d31e20ee9acde5279,0
549,13083,214364,1,29,53f5f84ae77706cd682596786ff0d405d6c74d43a5e3c84cf41dc522ac39ad88,0
550,8829,201177,1,34,705d88c199f773ce444a43e4e9dac1ce163e19c6a80815963b2b5fbb45caf433,0
551,1158,177323,1,54,51b519f2c67e097e87c64a1ac41c4281ab769d5d4a6bc7a926dfed658b35d578,0
552,8013,198642,1,86,8ea48d87661b378355a0026720a2ba5a0a16ade9e6d19b5f8ee534a2a184c0e5,0
553,178,174231,7,18,8d8339b05befcd88f84d2fad379c8f45771e5169655b0a690f37be2d6ffeda01,0
554,11928,210830,1,54,49111dadbc80c17d8a8517f21f9a746facb0684665265814f27f1ecf5e3e585b,0
555,1933,179772,1,28,ab154c097342369d6a0de330f24871b1d4b8dfa1ed3951f4d76f4b3eb0bc4f92,0
556,10434,206216,1,23,a3999d0bfed470959ef41040974d6e31d43b462945295d78684065ac62d1c899,0
557,8610,200509,1,26,6c8ead7e8f9d62e9c617a42760b627f7cb089f15274482847286f88cf217fe72,0
558,11124,208358,1,60,ce4a0fc17e4fa3f0be0129f298dc89a52f052f409d0d93a84641c7cc514b803d,0
559,2906,182777,1,38,5cd78b97a94b3b34db0beefb739432e6856a1572c61b976e05d3e5001106d866,0
560,10460,206294,2,23,83c9d0987f9b656865e6535f3957132948f9eff73b2ccde5832b548de9d1cbdb,0
561,3586,184865,1,31,0710013b6163039a6521dd90c573ddb5f8bd2991008bb9a956ee9926aad697a0,0
562,12792,213465,1,28,ec39defb0351b84c18529c332f7b99fc9302c1d89a157f859a8278ad0ba1bf87,0
563,6237,193098,1,44,7f6f196a5d94006f51fa04d5a2efa6f662ef5d74d8224a55d8c42d6027696563,0
564,11753,210305,1,27,64b2e5425b6e9e423f2b941d7d25b23c59a19f2f20e3f92b406632d144185fca,0
565,11268,208790,1,69,7e96b16b5fa5f5e90e50527dd565b3e8182a88f15f3ece6e4cb66bd88028ec42,0
566,10462,206300,1,50,fbd028c459914770f5fa613aad1ea4f925e939095fd823f8e3e7aeb5d70b94cd,0
567,6185,192942,1,40,c1d59aca0307e3a5af93829c991d8b784782840acbb2828329a435110cff878e,0
568,7533,197168,1,80,40b10af7642a1318f928bfc157fd822be6e6747d49631cac43c4625612c88002,0
569,5603,191142,1,32,b34e99463378c062348a74f2b8da5a82af396c9dfc002c501e1e47d835fb9a0b,0
570,1552,178572,3,28,9e17e5772b0c33a05f1c1bb352b2d6968fd882ca2f3d0f230dd33326f3abd737,0
571,6500,193906,1,50,025d5ea9e66c62ddf3152cb31458b28db22106cbd66444d98dfd273a27f394e0,0
572,10840,207485,1,30,bf232fba7f6014b7a02f37025709166fce27b5c4f8c27a43d82dfe629504f365,0
573,5549,190980,1,31,2e6b197d2af93a761821b175dbf0be0af4d0d6fe26b0e7f6bfcd79db3ced1241,0
574,7907,198313,1,55,6bbbd1c88837d69af45c3e617d6b9a5b56aba8552bdd691bdff73a66cbf2a4fe,0
575,415,174991,16,14,de0e29e3a648a41340d5b7e97576c34a81d5399cb86f085523bdff0bfc5a91cc,0
576,7605,197384,1,31,f6580572402f7942d712608d03665777beb935025a2a25bfe7300fb52024b19b,0
577,3741,185348,1,75,072a25e5237f0ab7036fb18c0f1b5442ef0f0ed0eab158f50c9a1fe154da8d65,0
578,11869,210653,1,27,57d72772dbc2c644b017845aa6760139973e018c94e54a11da0d90830789f797,0
579,4753,188476,1,31,fd33e9b87a95ce943dfec8fc8c53dfebce086c22f03f89fcc8b097ea76b55034,0
580,8386,199791,1,56,0ba19971244147393c230e32a2d8df06853b45d0d51f78f0ad7efd32eb93dfa3,0
581,5971,192292,1,34,a592b5a5f8e8632cd341c110927b3120020270b02710ee824817546bc6ad6939,0
582,8002,198609,1,48,99d9e14b448232969e57095959d566ac9364b8b38534dcd08662895f805ba236,0
583,6516,193971,1,30,d870011cee86c9a03a793a81d1dd3f2da97987b61a3cce3e351be70968639b3c,0
584,6428,193689,1,42,cf9773a07f3a8c43cbb213fcb3e759cedef3ba0ac44c5c055b105681d6eadaab,0
585,134,174099,1,41,a4d8917d8916259926eb69216f827e2ddc5318e0326cac2af2b34788cba40bd0,0
586,12669,213082,1,42,c4f8bb9c3f3ae352913aec89dc93ce255f2e4f87076d09c9547d7e55729eaddd,0
587,3994,186145,4,42,ab91350cffe71202d9443a36d227608141d218159454397f9a233e2a603bb5f5,0
588,5506,190851,2,27,9370a0c7d85a7bdce74870081a10538246f4dea7a764316666e53af920aee392,0
589,5486,190791,1,39,169d4ad42b7066544efc1816b6d2687cf54b60fd561c747ef4ff81bf314e6dde,0
590,11550,209670,1,24,d06ccfb9da651b633bbd59ecbdf1a1678216229570cc2235eed9d7c98b855ef4,0
591,11944,210878,5,16,5d6745453ae8f1f36f1c566260c020b498df13e730b23896d2a69419160ef0ac,0
592,10777,207266,1,73,e8a74a262a3bde05334e6b85286efb41706d556b70c1993496cf64145b48c1aa,0
593,242,174436,1,60,65d234ac9557192ae80c40219799f88c9f9d255f3ce2979cbf3c20e6fcfc9309,0
594,1677,178969,1,49,f75879335b9ae0fb0955dece72703fab973705e5f282d2af615d04eb6f4de1f3,0
595,6864,195085,5,23,6481c4f8760317fe3dc9828633f88425d2bfe27ddd7595f136e8f983e0682da0,0
596,5004,189280,1,60,40fa4559b8e9ad1ae38b451c7e0aa00df9329eda1e1857c651db9288456685d6,0
597,5544,190965,1,66,1f82a60125ad925dcf6b5fc934cdab00cfc2b0f28dd7d7a30925a038feb12516,0
598,7141,195950,1,28,6adc487d6d7115dec79f4bb50f484896c1fe82283a53156b8b55ef0e3ea0c231,0
599,8789,201057,1,28,f7689fc0dbae8335fee95e06002418a9b373e0332900f3299504617dd5fe4ee8,0
600,13036,214223,1,22,c43122034461784cd2751f30c1e4cb05af221a2626405a8e8a3efba91f5cebf4,0
601,8100,198903,1,45,b0bb52644868ba2d68fbabe1178bdef73c88366033ceb669675f57ca7bca9e34,0
602,10255,205649,1,48,cd6ff944f73ca358ba9b191d0f194de724af7f91d6d3a761dd80bf92acefc258,0
603,7743,197800,1,45,303e4b7869a44c9c25cdc9899e9561a7946c06846f45c2cce45ecefd0164cef7,0
604,8310,199558,1,35,92c73f7a7f2b77211f54ba1fa9eddaff77755810a81a8320bdf5cc3f1d2aa6dd,0
605,10964,207864,1,29,60701d7e579c40177816488c638add230164be922bd0e5c927db464ffe968f8a,0
606,6259,193180,1,66,b5d303270dd3dc6a09ca68e2b68a9ecda5e54ff0a4c0c9866a37243bbe420b26,0
607,7152,195991,1,31,9a245eee5609def5e4fbc81c51a971b784b2062c9c861ed6236b21f96716d57a,0
608,5241,190008,1,57,bfe17e80da20c8189c1acf0b9fad3ccf4d18aedb081057b0caf91bf882804167,0
609,2238,180733,11,25,c0e687b6393349625f36b4667d3a4eccf0e64a8d3d5be44cafcf7051e63fba1a,0
610,4027,186244,1,72,3316a113a0e0cf693605cc72f77c24a29ad82c13e4f82370954b911f42b1fcad,0
611,2218,180673,1,26,a9dd77354c9a834c1531e302f5d72bf77cdd40f5bee5ef130f310ff73765238a,0
612,3836,185644,1,40,dd33e5540ccc8f4c5bcd690a82c2f95aaeae459528f536c9509875f31ba3b441,0
613,4862,188822,1,36,c0acbad6dc7ec780d4557a4fda8ec939e3e4b308fc80169d5cd70f30077da56d,0
614,11766,210344,1,30,62a51b64df530c196f363c7e8c2acb8dbcb2b39b6c1ad640abd3b587d2d57bd7,0
615,6446,193744,1,26,0013136d666cfa17acf14a79a7656423fbfd30f18f6d3d4afa4f6889210bd15f,0
616,12873,213729,2,20,b469618c8bfbd5e7d12dd0e12b9a3b833ba9d6bb2994e6709db5f30834b4050d,0
617,6592,194206,1,61,e1225856c88e7505de018e6b524b974a828abe64105139fb5c018778cb2289f6,0
618,1832,179456,1,31,68de2d5766b437585b8dcb3b3018d5471868c0568cb68e8e89666a2c50cfae71,0
619,4134,186565,1,28,1297dca851a45f1115b25576a68e13ab025fe1445c77e141e0e8e29b63af3e4f,0
620,6899,195190,1,56,8516df30a2baef36122cd4c8da91c6635aa1a0d239db97808fb3503d433ddb6a,0
621,5160,189760,1,86,ae21e28523ca3a17ebafcc338578d746c10fe2286011372435e619429d4c7611,0
622,8569,200359,1,30,ce9dbcb8b4dfb75739546a3811075e3bb18a70f55e8c930f24677ea7d122a7d1,0
623,7039,195627,1,31,b0c4c4b251b0e49c0ce318cdedb67a04d07f36c3464f321b6e362448155d6159,0
624,199,174294,1,53,3fa610af2602b2a4a1ba6fed8d32e2b9efb1b7b5e6c15fed3d1db996a74cdb5f,0
625,2368,181127,2,23,7ef942421813a1d0df179fcd028a8ed4f77795e58c597a0c5e4f82a2dab62c50,0
626,6354,193467,1,50,6e8813aea65b688f9f8f7256763801c157a85a09d57d7978f2747fc743755b6b,0
627,730,175976,16,16,62acdb2d69070e3b6cf486b25626fdc37fdb4b1afe9dac5dc0812049ad8bde06,0
628,882,176458,1,37,1f5d6f5edbf5236225c63ec7a37a1587f759e236e1eed1933471f2e4c3867048,0
629,6831,194979,1,48,ac078cef34d936d5fa94f518eafed6a64e42bdde88ed286163e9e9e1f354ac00,0
630,11948,210890,1,49,c72f0201d525546c687156888d156cc1f51b8a0ac74cb0292683f7cf48f32075,0
631,1873,179579,1,50,65d1c17d7c54df51d34f8400bc449cb7bc9384377d058d174d5d1cf230cc11d6,0
632,170,174207,30,18,b81a460fbe6fc9aac8196166a48b23ff97e3d60af7077c2c7a71e985c283e5b4,0
633,6619,194287,1,28,580125cc66974319222c1fa3adc0c592b3e5ffec9811832b2b01e391d3f97903,0
634,11378,209120,1,67,0b50ff4f9cde54caffac024a55e9687e25b6e8ccc74dd31c8798e0834b116059,0
635,11627,209901,1,44,a24d51a15b471ca470d3e05266173bf51ecee61ef352d51ef65dc223b35e5e12,0
636,10560,206594,1,30,32f1260a2e0b6c492ea2ea8bae18466c88f72b689b194dcd0835dda64ce510b2,0
637,8007,198624,1,32,709fc3d3429acaf45a3be07e5cd6e5dc0ea2c9ef26dd17ab9e248158e454b49e,0
638,3806,185554,1,35,a589d351e06809dbecf1ee8550f8d70f8c754154d856d19b040a25790b161c81,0
639,830,176287,1,58,064fa18c100e1fd1126693332401bb47902f3c03cb74e26da6e2b11c3610b05f,0
640,5795,191737,1,54,9c4fbb5f4c5fb3ee31d872e2f1336126a19fe94f8b608f79b44db269e5ef0fb4,0
641,11596,209808,1,43,2780e410548558899c8302bb5c6f5163940c53dd2c481827dc9d0cf9a258bd79,0
642,2108,180334,1,38,525edb87620373f914c1de1910b4bbc4f442d12f1e5bcaa16b409bc07dbb16af,0
643,1079,177068,1,34,8468ef9766aefb929c28cd28b2eaacf4ac0606cd4ba5147eda240047ceebe320,0
644,9575,203534,1,57,8c1f542dc03e50322f4efa50e7410129f6ba97bd05186d60c0bedbcc493c3675,0
645,11979,210987,1,60,260299819510e07a4df0c5e04c7792dce43579daf189aa01a93b736dc3fd979f,0
646,1257,177636,1,36,24b0b293582a7e615081cae891a1d954c9b1f561e314dc5ed715e1aa6385f4f1,0
647,862,176398,3,13,1699808af38b8af086dd6f0782ad04d4de7fdfc49fdf8db64836b85951a924c2,0
648,2879,182689,1,31,c0f4400a7d85b4c707bd41d018812b5667d5e68f5190d7149f3b2821ed1edbd9,0
649,2833,182551,1,32,d1638256d2c450f54f774868b4a4aef7cb3a6f28733c485575185455453907fa,0
650,1516,178462,1,49,26ad45902dc7e467717d632e95818117066837476d8dbf06c0a81c84ea6fba30,0
651,5683,191392,1,50,39eaf33108f671a70dce4148dfef26c034d56dd7b23741d489f8aa2e6f68a763,0
652,2195,180604,1,31,a3724e689d2771721e4ecc30de8e7746ed97e6be2ecf0b639811868d3e3a5697,0
653,10019,204906,1,38,28668cf336a5da12b5e72e35eda19ac6962d32de65ffb411a4bb19d2900726d9,0
654,5100,189571,1,29,555a140ae90aa4c53468664d36762d7cbd84ce8c11693e5bcfc07a36e270e9c4,0
655,12815,213534,1,9,29558271e150562e92525d326056be7c2252b26cb698f3a6a99e9341d7d0d688,0
656,10836,207473,1,49,955fe66285d231fbc50575bde967160f6a9a7bc44859e0ae45374150aec742d5,0
657,10610,206748,1,18,566ff51f141c1172f4f3a336fa1ce262425f6cde38883166c01bf8dfb74e8182,0
658,6923,195262,1,30,32e6dd4b29c129744617ac361eff7eebb78103a4b67ff49c934690612f6d2798,0
659,10315,205849,1,54,2e6f18a1141c9623e6099f8ae1850ce016dbf81f62b02749d4d519c467267768,0
660,7105,195842,1,62,7305765b1ae7bcdf854b94531704b62be19443121bf2e0e181ca9da361a97c2e,0
661,997,176804,1,26,610cca3b0442139a3f2e3da81305efd976ebac4ed8519d2373948a6af7ffc5de,0
662,1811,179393,1,38,162e24fa0ae2e71fd8497fe51709d352217860f9a588bf35243baf019ef149e8,0
663,4643,188128,1,27,05d479ade1d1a075bc4b954d891633d6ffe106cae4ed50affa806c0933cc5884,0
664,6094,192668,1,93,470b1298d68b705ed300e38dd54880acbd313cc0073975ddf326d813e7e72f46,0
665,1436,178203,1,47,80123b7eff3f134ea30a8cf07a0f08fad3886fc1baf89b86e00f05e949fd7b6c,0
666,3007,183085,1,51,31747943411697fde65cff52c0e9698d4e83cc901f23e1c85b89a36d04f1f933,0
667,5480,190773,1,68,e06f20a3cd3686dd5e771811d59fdc830264d2e35c2c3cfc4d9bc06b5a1d08db,0
668,3543,184736,1,63,e2765f96c86ad17339450d740ffdd025898805822310da7aec9644deea9b7633,0
669,1274,177687,1,61,f5d753c13d71588aa40bcc728586997d41e179526684d3cd8288483e4f8ee09e,0
670,2992,183040,1,33,1b2ca99792e8e7302365a21f9c62eeb4e084f8b0327862335cec396856ff7b84,0
671,25,173760,1,26,2072741aa62043e2f325abff1ff66f82c7ff1518edb83b1923393f53aabd03b0,0
672,9792,204200,1,100,8126f646cd36526f163c1c53933fb4d1ba62db37ed3cea0715b415ab95a1f782,0
673,11397,209179,1,29,1b9a5252f6fe08e1478094ef4d0b6a30eb58fcb88aab1504a858d12cac913134,0
674,6796,194874,1,34,7277f3f68cc869e02fa27b288b0007facdf0ec7c3e0bdb4a698c271d3ea62423,0
675,491,175231,1,64,2e9ab02bc0e6fe12c03924c0f9e1498ab2a8309111fc299ec07cb839ea7ba591,0
676,5274,190123,1,27,6a774e1bb5bcad6bbd42dc3b9868b0ff54f2d7bad522f5fe8577c47c371bb504,0
677,6715,194583,1,27,99b553c29e2c221f8859e6c1eb9eb3a8d8583965f7273b44537313581a8d5e30,0
678,6583,194179,1,37,810e99b38893e18445dba628edaac0c39ef7628dea718f9e1be8116408f32e0c,0
679,10966,207870,1,34,d42865ef11b66beb57c97c3be09bd403b5d84c9113824865ab11fe71c464bcbc,0
680,1210,177495,1,20,69a402ed80b057535cb0ec524767819bc4e0a7b58efb5ac09762f33514a7c3b9,0
681,5328,190285,1,37,38a0ff341e8ba3018044ca607e95aef21cb47c902ea81bfe75a412846e3c8f41,0
682,4291,187049,1,56,1cccc2e383b65bd1b9e84d26b10f3dcf2909543295baa3c8250b6ac76df043f9,0
683,2121,180373,1,67,52fc86e33d721d6379d838463240cd57ad1da0e8c51174a8113d0cf93f1d3eee,0
684,5086,189529,1,38,0bac8d958b2647b6093c262216da6bd86c2d73f96e50496b3edab24be4a14221,0
685,2830,182542,1,32,33d7f4aa5197eb0539b26c9bcc755964b80f32d822d5ecfc2e66ccddb28164c0,0
686,6112,192722,1,57,48598ed3e04bde02476e717cacd5aeca92ef0dd2e28dfe785d0b0c5de14065ee,0
687,2694,182134,3,28,7bee5294640fff79bf4cc40950b2a80ad8e0a924bc18f32450999dd41095ef34,0
688,985,176768,3,25,ad8cc00064079ed7d154ba1bd0bc7589abd22e5080e9d61dd5fb2119b03e69dd,0
689,3209,183730,1,44,7a2fbdc9bf3e4cb1fff71eeec036920538e4cd2a4897f8f08718d0c3401a7b99,0
690,6726,194626,1,27,fc037d860a7f00e6266d47bdb4e83ccea6acfadfd6c94d5da7d080f3edac4d9e,0
691,10532,206510,1,81,6406f3c1329b8f1adaa7483bfe1c55492e8e9441bcdbb0d586d517b9d5c9359b,0
692,2318,180977,1,38,39b34878a1d593bae081951fbe6e2fed54432fec7e743f36df7f4d1e939beb4f,0
693,11360,209066,1,25,a1babf6966272370bda35499d8a2f54cbe88da9cec6c64515eb247b71b4b282a,0
694,7080,195767,2,16,617cdc986ea3398d8a37e7c9b95229205d7d3989d0334a51e7a253dea2201fbe,0
695,9639,203726,1,37,eef2fbe153f03fef753cd100d4c44934446a1f56bdaec8f372a81281853e5e1f,0
696,6291,193276,1,36,8a508e4e127ee02beb5c7d8f2b2afc2b2e0e4a8637e781982daa2ddb5b1fd6de,0
697,12203,211670,1,36,22a45085b2d580416b663378ec972494b635a9132d4eca22fa3c314ff06716fe,0
698,12018,211104,1,26,4e84e3db1e7f2c7e182abb0181f126a011d4b40199c4083f39c4469d50b61156,0
699,10506,206432,1,32,be2f7d8af0bbf0c60fd16b46cbfcc5c180d49d82da6825b231270ffb860de196,0
700,1408,178119,1,46,85f13167ae6387dd4d8166c90566235a49af131d740cc1385e69abafeb9ff15f,0
701,10410,206138,1,31,a2693a31b6f6e23385b5a97af350c2594b6c758e3b4e1da4afcd9d1ec0f823c4,0
702,5730,191533,1,54,3081309b64319c4796cff2e3a56400d951d85a3b373e6d95c108772629802096,0
703,381,174881,7,31,40a7dfdf21ae82bda52e866c3c8c7f28e9770952ee49e54f524c87e0bde7f8eb,0
704,1645,178873,1,43,c1fd56d18f07c652b99edd5920acfdd78a14afa046998ba1538995e3252aabfb,0
705,292,174614,1,39,d93b8a15e272c4ef8da732012f9a30d7146bd60f73d1202d929e5f20f5c4dae5,0
706,6211,193020,1,41,064e5ce67a9b4e0764a51d58a873e3d074d8ff319e33a5d0fd541ffea6b92141,0
707,3571,184820,1,34,f74cbfd018f8aff4bf5b04f2dc0bf6ca84fc441c259ccf0bc373a7747f0a0c3d,0
708,11420,209248,1,42,4bacc181dc09d591b05a1d1df98dac276d20cbd4c05571752cbd7a937ff8c934,0
709,12728,213273,1,31,9da8094fcc2723a62b6c0485a1cbbde6a9446df8fe0b3304f2a54c21843b1558,0
710,3728,185309,3,25,d51fcb66cf9dd294a73314ac99f3d50d442059d65376487d62210018ceb74fc3,0
711,1644,178870,1,69,0e16692105153c43005ba03ee6767158d8581dbe25116687a39c106756d5ac39,0
712,11400,209188,1,42,15868ebafeace40225ac5ea95a5b67da5af4d23e0f2c54fc1162806b7893067b,0
713,8220,199270,1,29,9a90625a825d141d41ffd8b1f5f2e9830b4ceeeabc4c6fcbb3cf5b767ce90d5a,0
714,7842,198113,1,79,e7d1c7039497171add78da3f5dd03e1a57755c6c834bf8476220e0ceba36bbcc,0
715,7508,197093,1,45,6a6b169162f70163f4f48c081ba00fe56e16bee0c1fa975476f2150fbc08f865,0
716,1915,179718,1,23,05b625b5d1b52fbe3cea3402b040d48558076315fcf6c5f4ddcc198a37bb025e,0
717,3071,183277,1,29,64f9341305307fc8271a4e7f5e69d6b02e22be30420d0aff0b335b48d77dc38b,0
718,7710,197701,1,41,f212b7ce262e2a28c50af0da59dc10d5a5b7d6b1bc8a1b35efb7826b381731f2,0
719,12068,211254,1,41,807706e58b551d96ea4fad2340352a5f1b02328e291f4db611a90658ad8572f0,0
720,6719,194605,1,46,cc9b9812b5bb0a4b9e4c5509e9a36d543e37ad17a3caea070b34879716492c23,0
721,9565,203504,1,71,91ad6856ae3215165fe6937b7f9266c0baca95419d83494ba4bddb18b082b975,0
722,550,175410,1,43,43dd9cf4085ea1bf27c770ec97e3e92070804a77332239b5901658396869099d,0
723,10991,207945,1,29,f8a234d95264068bb7cbb3834667ab8b10ea7740fa6c1cc8da18c2df2fbb7766,0
724,1587,178677,1,53,8a9bebc183995efa5051198d28de2e525084dc71aabaec1b4004b1d00d2073ff,0
725,7347,196578,1,87,d867e31eed8c6f93f6b4de8bafeb254138dfdea9f1ed8fe7c44a468f096b1da5,0
726,5793,191731,1,37,7c822bb2118fd8fdc04e84a5032688c98dc08b5602456b5c10191c7388437fed,0
727,7555,197234,1,46,c8ce6fbe8ddd893f747b8887a689bc999f4f040095a031ba28a85998bc7a69e4,0
728,2142,180445,1,38,60e239e9d448c981c438e7f1e18286ab63424950c763a02f0b2145889f6d826b,0
729,9672,203835,1,44,9dd38d5bc71cf456f0eb77ff6be02f5bc2396f16b9e26b7c2d5f60ca274ecd36,0
730,12619,212932,1,33,5493bbefe3f354cfef777d9e8be751c14f5ef4a6df3ba3334be5adbf287fedba,0
731,11,173718,1,77,97293a15a75d2a0be25224c1c484d52db1a1ff55f7d45c8397810326ee3a1772,0
732,11188,208550,1,28,4810bdeef19bacb480f512fa146b286cd3062f7de365dc52db357fcd55fde96e,0
733,9942,204667,1,46,c2166c252f2ae93eef5541445a4cfdf75dcdf66351347d7a406287192b2ed210,0
734,875,176437,1,30,529ef440573c5d9199cafb7c51dc8e9e3de830fbec629b61b9ad49b7780b174f,0
735,3885,185798,1,35,49bf63a5e5dd3a8f34941e92ca8f736140a82c49a99c607920f4037885cde797,0
736,12715,213234,1,41,385c399872651586c20496f45fe9909d4a8436358fd7106c3fdcd4bc26eda0b5,0
737,8592,200442,1,32,604b32455d2b6626b7793834021b28e7e88f8f59204db72b86db5c8e68830986,0
